,question_id,question,relevant_articles,question_length,num_articles,relevant_titles
630,f3b5c1d993c83a8bd139b93b3c6d375e,Kinh phí ban đầu để giải quyết hậu quả tai nạn giao thông đường sắt đô thị được quy định thế nào?,"[{'law_id': '23/2018/tt-bgtvt', 'article_id': '28'}]",22,1,['23/2018/tt-bgtvt']
2686,966f0ff6f035cf707f24dbd99a000992,Chính sách đối với lực lượng bảo vệ rừng ở cơ sở đối với chủ rừng được quy định như thế nào?,"[{'law_id': '07/2012/qđ-ttg', 'article_id': '5'}]",22,1,['07/2012/qđ-ttg']
482,405cd201cb0b4be3f0c0507f992199c2,Đơn vị nào có thẩm quyền cấp giấy phép khai thác nước dưới mặt đất?,"[{'law_id': '201/2013/nđ-cp', 'article_id': '28'}]",15,1,['201/2013/nđ-cp']
2884,680625b611921cb7abf69f13075a963c,"Công bố kết quả nghiên cứu đề tài, dự án sản xuất thử nghiệm cấp Bộ Y tế được thực hiện như thế nào?","[{'law_id': '37/2010/tt-byt', 'article_id': '24'}]",24,1,['37/2010/tt-byt']
3063,576e079610733bf23b7a03cec1056740,Cơ quan quản lý nhà nước chuyên ngành giao thông vận tải đường sắt trong thực hiện các biện pháp bảo đảm ATGT tại các vị trí nguy hiểm được quy định như thế nào?,"[{'law_id': '65/2018/nđ-cp', 'article_id': '9'}]",35,1,['65/2018/nđ-cp']
1677,ef43c68e911e19dd0920a9e9a147afd4,Trách nhiệm của Bộ Tài chính về việc hỗ trợ kinh phí cho địa phương để khắc phục hậu quả thiên tai được quy định như thế nào?,"[{'law_id': '01/2016/qđ-ttg', 'article_id': '6'}]",28,1,['01/2016/qđ-ttg']
2228,08652a4d9c9368d2abcd3acafce59ce2,Người chấp hành xong hình phạt tù tham gia đào tạo nghề có được miễn học phí không?,"[{'law_id': '49/2020/nđ-cp', 'article_id': '11'}]",18,1,['49/2020/nđ-cp']
3105,0fc78abcb1d89de814762276e42249bf,Bí mật kinh doanh có thuộc phạm vi giải trình về tham nhũng không?,"[{'law_id': '59/2019/nđ-cp', 'article_id': '6'}]",14,1,['59/2019/nđ-cp']
1770,cfed931421f7acb7ebffb81245bc0de8,Hành vi vi phạm về kho bạc trước ngày 01/9/2019 nhưng sau ngày này mới giải quyết xử lý thế nào?,"[{'law_id': '63/2019/nđ-cp', 'article_id': '66'}]",21,1,['63/2019/nđ-cp']
856,476d0ede93755bc148823a3117b0e369,"Quy định về yêu cầu về năng lực, kinh nghiệm của nhà đầu tư trong hồ sơ mời sơ tuyển dự án PPP được quy định như thế nào?","[{'law_id': '25/2020/nđ-cp', 'article_id': '19'}]",29,1,['25/2020/nđ-cp']
2249,6b4e597f5e2f3604f275f98390de7b06,Dịch vụ viễn thông công ích truyền dẫn vệ tinh để cung cấp dịch vụ băng rộng cho các huyện đảo được quy định ra sao?,"[{'law_id': '02/2020/tt-btttt', 'article_id': '18'}]",26,1,['02/2020/tt-btttt']
530,17c41fb62e9e8199bfb69804bd7ddb22,"Phạt đến 200 triệu nếu ép buộc khách, không cho khách mua hàng bên đối thủ?","[{'law_id': '75/2019/nđ-cp', 'article_id': '17'}]",16,1,['75/2019/nđ-cp']
2227,109d26533cf1dd856c826280fff9a190,"Xác định khối lượng trong nghiệm thu, thanh toán và quyết toán hợp đồng thi công xây dựng được quy định như thế nào?","[{'law_id': '17/2019/tt-bxd', 'article_id': '9'}]",24,1,['17/2019/tt-bxd']
49,999cd070859def6727de1522a575a5f4,Nhiệm kỳ của thẩm phán là bao nhiêu năm?,"[{'law_id': '62/2014/qh13', 'article_id': '74'}]",9,1,['62/2014/qh13']
858,9348f3adb9ee8c28a8bee7e7a3304b38,"Điều khiển xe ô tô, xe máy kéo đổ trái phép rác, đất, cát, đá, vật liệu, chất phế thải ra đường phố bị phạt như thế nào?","[{'law_id': '100/2019/nđ-cp', 'article_id': '20'}]",28,1,['100/2019/nđ-cp']
1072,fb591e6901bb83a07db5217287714d6e,Mức phạt đối với hành vi tụ tập từ 3 xe máy trở lên trong hầm đường bộ,"[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",18,1,['100/2019/nđ-cp']
719,9961ae0e2d18a0e4a04383c2f93f8904,Tự ý thay đổi nhãn hiệu không đúng với Giấy đăng ký xe bị phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '30'}]",18,1,['100/2019/nđ-cp']
2005,aeee2bfd464f30702ea333e874a27770,"Điều khiển xe mô tô, xe gắn máy không có đèn soi biển số bị phạt bao nhiêu theo nghị định 100/2019/NĐ-CP?","[{'law_id': '100/2019/nđ-cp', 'article_id': '17'}]",22,1,['100/2019/nđ-cp']
2473,f67790c8d7bd7e8b1a7e429b21f0f3d6,Thế nào là thành viên bù trừ chung trong chứng khoán phái sinh?,"[{'law_id': '158/2020/nđ-cp', 'article_id': '3'}]",13,1,['158/2020/nđ-cp']
2400,fa21b153250672de6622892ca6fa3baa,"Đăng ký, lưu ký, niêm yết và giao dịch tín phiếu Kho bạc được quy định như thế nào?","[{'law_id': '95/2018/nđ-cp', 'article_id': '13'}]",19,1,['95/2018/nđ-cp']
1488,e7680c2b24d0e00da5dc1b760b8b96c8,Mức phạt khi thi công trên đường bộ đang khai thác không thực hiện đầy đủ các biện pháp bảo đảm an toàn để xảy ra tai nạn,"[{'law_id': '100/2019/nđ-cp', 'article_id': '13'}]",28,1,['100/2019/nđ-cp']
2608,b68bab46b1e27ef4b41c87fb0a1e3d8c,"Mức phạt khi chạy xe ô tô bấm còi, rú ga liên tục trong đô thị, khu đông dân cư được quy định như thế nào?","[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",26,1,['100/2019/nđ-cp']
2273,6fd5f9908cdb4bf23eb0f133518e5953,Trung tâm sát hạch lái xe không niêm yết mức giá các dịch vụ bị phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '37'}]",19,1,['100/2019/nđ-cp']
1651,1a99570e8b6706d10bf1149b789cd2ac,Kho bạc nhà nước có trách nhiệm gì khi được yêu cầu phong tỏa tài khoản của pháp nhân thương mại để thi hành án?,"[{'law_id': '44/2020/nđ-cp', 'article_id': '14'}]",25,1,['44/2020/nđ-cp']
2382,c3e0392e01580819760ac959c6942ff4,Dự phòng tổn thất các khoản đầu tư là gì?,"[{'law_id': '48/2019/tt-btc', 'article_id': '2'}]",10,1,['48/2019/tt-btc']
1475,2f761ea279038ac4056e591f52ee5351,Nếu vị trí người chết do tai nạn giao thông đường sắt gây trở ngại đến việc chạy tàu thì phải làm như thế nào?,"[{'law_id': '23/2018/tt-bgtvt', 'article_id': '14'}]",25,1,['23/2018/tt-bgtvt']
1421,4190cea84864223b7355ce32d5c5046a,"Tiêu chuẩn trình độ đào tạo, bồi dưỡng của giáo viên tiểu học hạng II được quy định như thế nào?","[{'law_id': '02/2021/tt-bgdđt', 'article_id': '4'}]",21,1,['02/2021/tt-bgdđt']
1660,d1f4e4d57ef6393d8ccfb80e81a370a4,Mức hỗ trợ kinh phí cho phạm nhân khi tái hòa nhập cộng đồng là bao nhiêu?,"[{'law_id': '49/2020/nđ-cp', 'article_id': '7'}]",17,1,['49/2020/nđ-cp']
3089,d08647d61466a1aaf612c6bd13914eeb,Chỉ có Chủ tịch nước có thẩm quyền đàm phán điều ước quốc tế?,"[{'law_id': '108/2016/qh13', 'article_id': '10'}]",14,1,['108/2016/qh13']
2387,4173f438e861b444a1ac16ebf6e96fd6,Việc ghi sổ kế toán của ngân sách và tài chính cấp xã được quy định như thế nào?,"[{'law_id': '70/2019/tt-btc', 'article_id': '5'}]",19,1,['70/2019/tt-btc']
3008,6988bc2556fe8ddb90c2164baae9a3e4,Niên hạn sử dụng phương tiện giao thông đường sắt là gì?,"[{'law_id': '65/2018/nđ-cp', 'article_id': '3'}]",12,1,['65/2018/nđ-cp']
2802,517ab325294850c85187177753826eb6,Lưu trữ hồ sơ cấp chứng chỉ hành nghề đo đạc và bản đồ được quy định như thế nào?,"[{'law_id': '27/2019/nđ-cp', 'article_id': '51'}]",20,1,['27/2019/nđ-cp']
2970,58d42b0ec3dbb994c96f983a645d834a,"Đăng Công báo, đăng tải và đưa tin về thông tư do Bộ Công thương ban hành được quy định như thế nào?","[{'law_id': '19/2018/tt-bct', 'article_id': '39'}]",23,1,['19/2018/tt-bct']
297,96fd45a0fe39eaa0dec1a0a473524f4c,Nguyên tắc thu phí dịch vụ thanh toán qua tài khoản tại Kho bạc Nhà nước được quy định như thế nào?,"[{'law_id': '18/2020/tt-btc', 'article_id': '3'}]",22,1,['18/2020/tt-btc']
1362,a076faa955abe7f88ab46d1596f7132c,"Tiêu chuẩn ở, và đồ sinh hoạt của học sinh tại trường giáo dưỡng được quy định như thế nào?","[{'law_id': '41/2019/qh14', 'article_id': '150'}]",20,1,['41/2019/qh14']
2926,a694401afd60faca03af69ffbe81d493,Khi hội đồng xét xử vào phòng xử án thì tất cả mọi người đều phải đứng dậy đúng không?,"[{'law_id': '101/2015/qh13', 'article_id': '256'}]",20,1,['101/2015/qh13']
958,17f5547e5a58e77de3e5551a64cfb0be,"Vùng nguyên liệu mây, tre gồm những gì?","[{'law_id': '11/2011/qđ-ttg', 'article_id': '4'}]",8,1,['11/2011/qđ-ttg']
1357,3c0e4bb9838e1fa343f41af3e285760b,"Đối với cán bộ, công chức đến tuổi nghỉ hưu nhưng được kéo dài thời gian công tác thì chế độ tiền lương như thế nào?","[{'law_id': '71/2000/nđ-cp', 'article_id': '7'}]",26,1,['71/2000/nđ-cp']
1413,621823a97c632d190a9ba621fcdd9968,"Nhân viên Điều độ chạy tàu phải báo ngay tin báo về sự cố, tai nạn giao thông đường sắt đô thị cho ai?","[{'law_id': '23/2018/tt-bgtvt', 'article_id': '22'}]",24,1,['23/2018/tt-bgtvt']
1244,328b0a67aa3caf0ffac702e9c9f2cb27,Cơ quan nào có thẩm quyền biên chế công chức của UBND cấp tỉnh được quy định như thế nào?,"[{'law_id': '62/2020/nđ-cp', 'article_id': '15'}]",20,1,['62/2020/nđ-cp']
349,3f4c11f41c641c56503e1fb9396f1623,"Không lập đủ hồ sơ, sổ sách về giáo dục theo quy định bị phạt bao nhiêu tiền?","[{'law_id': '04/2021/nđ-cp', 'article_id': '11'}]",18,1,['04/2021/nđ-cp']
1426,868e22caa991863a34ab7a697f403e4a,Gửi tin nhắn quảng cáo qua điện thoại khi người nhận chưa đồng ý bị phạt bao nhiêu?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '94'}]",18,1,['15/2020/nđ-cp']
643,655558e22778c3232aeeb6e21d26588a,Người có năng lực hành vi dân sự đầy đủ có thể có người giám hộ không?,"[{'law_id': '91/2015/qh13', 'article_id': '48'}]",17,1,['91/2015/qh13']
1670,5fce69fc5edcd68aae1b3d9392bf5f63,Xe quân sự đi làm nhiệm vụ khẩn cấp gồm các xe nào?,"[{'law_id': '109/2009/nđ-cp', 'article_id': '3'}]",13,1,['109/2009/nđ-cp']
1317,123bf9c143a2fcd8ec88b98fc44aedfc,"Đèn báo hiệu trên đường bộ, tại đường ngang là gì?","[{'law_id': '28/2018/tt-bgtvt', 'article_id': '3'}]",11,1,['28/2018/tt-bgtvt']
669,e644251a27d1372d0f0b5838d444be7a,Quy định về công trình phòng cháy và chữa cháy rừng được quy định như thế nào?,"[{'law_id': '25/2019/tt-bnnptnt', 'article_id': '5'}]",17,1,['25/2019/tt-bnnptnt']
1422,fd449421f9cbd7943362638b8915ad6c,Điều kiện để Kho bạc nhà nước lựa chọn các Ngân hàng thương mại để thực hiện gửi có kỳ hạn được quy định như thế nào?,"[{'law_id': '64/2019/tt-btc', 'article_id': '1'}, {'law_id': '24/2016/nđ-cp', 'article_id': '7'}]",27,2,"['64/2019/tt-btc', '24/2016/nđ-cp']"
1177,6702a36602f67acc4da98df0277a4625,"Kiểm tra thực hiện công tác bảo vệ bí mật nhà nước ngành văn hóa, thể thao và du lịch được quy định như thế nào?","[{'law_id': '09/2014/tt-bvhttdl', 'article_id': '17'}]",26,1,['09/2014/tt-bvhttdl']
1947,3a262c162c4c8e8d75ffa8ac206daa9c,Xử lý vi phạm đối với người chấp hành án phạt cải tạo không giam giữ,"[{'law_id': '41/2019/qh14', 'article_id': '105'}]",16,1,['41/2019/qh14']
1833,9761b54ea0b3ff6375d4ac252a2a66fa,"Trong trường hợp quỹ đầu tư chứng khoán bị định giá thấp, mức đền bù cho quỹ và cho nhà đầu tư được quy định như thế nào?","[{'law_id': '98/2020/tt-btc', 'article_id': '36'}]",28,1,['98/2020/tt-btc']
3036,e227f21f7577bb3c00d663d043152e34,Tổ chức quan trắc môi trường không tham gia khóa huấn luyện cập nhật kiến thức về chính sách pháp luật thì có bị phạt tiền không?,"[{'law_id': '28/2020/nđ-cp', 'article_id': '26'}]",27,1,['28/2020/nđ-cp']
2771,90631b1682e226bc5feb1865b4b96d28,Không trả nợ đúng hạn có phải trả thêm tiền lãi không và nếu có thì mức trả là bao nhiêu?,"[{'law_id': '91/2015/qh13', 'article_id': '466'}]",21,1,['91/2015/qh13']
1760,55c68e590cd3b00f49c897806768ab70,Hàng hóa thuộc diện kiểm dịch y tế là gì?,"[{'law_id': '89/2018/nđ-cp', 'article_id': '2'}]",10,1,['89/2018/nđ-cp']
786,27281408d6d412644d2c2994019148b2,Nuôi chó mèo gây mất vệ sinh chung ở khu dân cư bị phạt bao nhiêu?,"[{'law_id': '167/2013/nđ-cp', 'article_id': '7'}]",16,1,['167/2013/nđ-cp']
2870,596b347b50ab4edb6c8535212ec58910,"Người bị tạm giam, tạm giữ có được đi bầu cử HĐND?","[{'law_id': '85/2015/qh13', 'article_id': '29'}]",12,1,['85/2015/qh13']
140,1a4ea7a99f4ba892ec0313d051c0acd0,Phải làm gì sau khi nhận được văn bản của Ủy ban Chứng khoán Nhà nước về việc cho phép chấm dứt hoạt động kinh doanh chứng khoán phái sinh?,"[{'law_id': '158/2020/nđ-cp', 'article_id': '7'}]",30,1,['158/2020/nđ-cp']
788,33e010756673f72dc3fb08d6e29f03f5,Mức bồi thường khi công ty quản lý quỹ định giá sai giá trị tài sản ròng của quỹ là bao nhiêu?,"[{'law_id': '98/2020/tt-btc', 'article_id': '36'}]",22,1,['98/2020/tt-btc']
2924,4e7e221de1ddbfa2f7b2be5c78e1ceff,Bán VLXD cho DN trong khu chế xuất có phải làm thủ tục hải quan?,"[{'law_id': '82/2018/nđ-cp', 'article_id': '30'}]",15,1,['82/2018/nđ-cp']
2170,f10c8fc023d648a9c0579feadcb02a2a,Các hồ chứa nào phải xác định dòng chảy tối thiểu?,"[{'law_id': '64/2017/tt-btnmt', 'article_id': '5'}]",11,1,['64/2017/tt-btnmt']
714,1a71cc9eff2ddf6254b8c15e1f4aa51d,Mức phạt khi điều khiển xe ô tô lùi xe trên đường cao tốc,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",14,1,['100/2019/nđ-cp']
1862,55cfd14fcdd3c0d735e0e1d6709610b9,Chứng quyền có lãi là gì?,"[{'law_id': '87/2017/tt-btc', 'article_id': '2'}]",6,1,['87/2017/tt-btc']
1763,3e97dd2b1ec697c97eae90f973858d2a,Tòa án yêu cầu giải trình và cung cấp thông tin về nội dung tố cáo như thế nào theo quy định mới?,"[{'law_id': '01/2020/tt-tandtc', 'article_id': '28'}]",23,1,['01/2020/tt-tandtc']
2092,17d628a4f4298228ef861ac681644804,Ai được hưởng mức hỗ trợ cung cấp dịch vụ viễn thông công ích khẩn cấp được quy định như thế nào?,"[{'law_id': '02/2020/tt-btttt', 'article_id': '5'}]",22,1,['02/2020/tt-btttt']
1644,5e6940f8bb5eef76fab101946c68866d,Chủ sở hữu đường sắt chuyên dùng chịu trách nhiệm gì trong việc quản lý lối đi tự mở?,"[{'law_id': '65/2018/nđ-cp', 'article_id': '13'}]",19,1,['65/2018/nđ-cp']
1360,1809b67d231c8282904e02138efe5384,Xử lý vượt quá định mức trong vấn đề liên quan đến tham nhũng được quy định như thế nào?,"[{'law_id': '59/2019/nđ-cp', 'article_id': '82'}]",20,1,['59/2019/nđ-cp']
618,72d752ca168ef58d1a48d0e91be61f04,Kiểm sát việc tuân theo pháp luật trong quá trình giải quyết phá sản được quy định như thế nào?,"[{'law_id': '51/2014/qh13', 'article_id': '21'}]",20,1,['51/2014/qh13']
406,bc9a5c0522c68d074f9736a3132d025f,Xây dựng kế hoạch làm việc của đoàn đánh giá ngoài chất lượng giáo dục nghề nghiệp được quy định như thế nào?,"[{'law_id': '27/2018/tt-blđtbxh', 'article_id': '20'}]",23,1,['27/2018/tt-blđtbxh']
1419,0f46c9bccfe3afdc901c33a55110c1e9,"Mức phạt hành khi  thu gom, sơ chế các loài thủy sản có xuất xứ từ cơ sở nuôi,  vùng nuôi thủy sản cấm thu hoạch được quy định như thế nào?","[{'law_id': '115/2018/nđ-cp', 'article_id': '11'}]",34,1,['115/2018/nđ-cp']
1313,f4280ea01b39d3084067303a2fd81711,Biện pháp báo tin khi xảy ra tai nạn giao thông đường sắt được quy định như thế nào?,"[{'law_id': '23/2018/tt-bgtvt', 'article_id': '11'}]",19,1,['23/2018/tt-bgtvt']
1222,3e2a092c03034368a17f9b2021771d17,Có hành vi cản trở hoạt động công chứng bị phạt bao nhiêu?,"[{'law_id': '82/2020/nđ-cp', 'article_id': '12'}]",13,1,['82/2020/nđ-cp']
1302,9bcc39fecf86baf6a44cf9a54b7e1aa6,Giáo viên đi học trung cấp chính trị có được trả lương không?,"[{'law_id': '58/2010/qh12', 'article_id': '35'}, {'law_id': '101/2017/nđ-cp', 'article_id': '36'}]",13,2,"['58/2010/qh12', '101/2017/nđ-cp']"
2398,501dfebab0d9c165e6a12dece42d027d,Khuyến mại trên 100 triệu tại các chi nhánh thì cần thông báo với Sở công thương tại trụ sở của công ty hay tại Sở Công thương tại các tỉnh ?,"[{'law_id': '81/2018/nđ-cp', 'article_id': '17'}]",32,1,['81/2018/nđ-cp']
497,9bb57188dc2da859d749a1049746c71a,Phân khu công nghiệp là gì?,"[{'law_id': '82/2018/nđ-cp', 'article_id': '2'}]",6,1,['82/2018/nđ-cp']
342,a10296896992aa3717c859b3d5ec2a15,Lập quy hoạch di tích được quy định như thế nào?,"[{'law_id': '166/2018/nđ-cp', 'article_id': '5'}]",11,1,['166/2018/nđ-cp']
2078,374382ed9a50c937e613007e656b2e2e,Việc quản lý trật tự xây dựng được thực hiện từ khi nào?,"[{'law_id': '15/2021/nđ-cp', 'article_id': '56'}]",13,1,['15/2021/nđ-cp']
2420,4e5e0e826f481c059d5ef838817679a9,"Thẩm quyền xác định các đề tài, dự án sản xuất thử nghiệm cấp Bộ Y tế được quy định như thế nào?","[{'law_id': '37/2010/tt-byt', 'article_id': '4'}]",23,1,['37/2010/tt-byt']
782,eb5d73e8f0d036dcf32ba68d606e3904,Các hình thức xử phạt bổ sung đối với hành vi vi phạm hành chính về chăn nuôi được quy định như thế nào?,"[{'law_id': '14/2021/nđ-cp', 'article_id': '4'}]",24,1,['14/2021/nđ-cp']
1674,1b9aefd60ed95e9a9ddf12ef0f9d5a13,Tiêu chí xác định thương nhân áp dụng chế độ Luồng Đỏ được quy định như thế nào?,"[{'law_id': '15/2018/tt-bct', 'article_id': '6'}, {'law_id': '31/2018/nđ-cp', 'article_id': '29'}]",18,2,"['15/2018/tt-bct', '31/2018/nđ-cp']"
303,aab16e9ca95e5779b083596fae75767c,Nguồn tài liệu phục vụ thống kê hình sự liên ngành bao gồm những nguồn nào?,"[{'law_id': '05/2018/ttlt-vksndtc-tandtc-bca-bqp', 'article_id': '5'}]",16,1,['05/2018/ttlt-vksndtc-tandtc-bca-bqp']
